,date,Africa,Asia,Europe,North America,Oceania,South America
339,2020-12-07,2279852.0,18352941.0,18595543.0,17298780.0,52553.0,11544522.0
340,2020-12-08,2290462.0,18466695.0,18758675.0,17491220.0,52592.0,11587699.0
341,2020-12-09,2305967.0,18584963.0,18964351.0,17699546.0,52843.0,11625388.0
342,2020-12-10,2324433.0,18702463.0,19185715.0,17952017.0,52940.0,11696738.0
343,2020-12-11,2343056.0,18818491.0,19412818.0,18199786.0,53090.0,11770005.0
344,2020-12-12,2361793.0,18932765.0,19634164.0,18435296.0,53248.0,11840906.0
345,2020-12-13,2379611.0,19039947.0,19851721.0,18708140.0,53276.0,11914346.0
346,2020-12-14,2395873.0,19138431.0,20021810.0,18945366.0,53305.0,11980538.0
347,2020-12-15,2410100.0,19238006.0,20195755.0,19142071.0,53452.0,12024643.0
348,2020-12-16,2427837.0,19345853.0,20424556.0,19366801.0,53601.0,12070267.0
349,2020-12-17,2448841.0,19451625.0,20674930.0,19592544.0,53734.0,12137247.0
350,2020-12-18,2469166.0,19551719.0,20924222.0,19859731.0,53947.0,12233962.0
351,2020-12-19,2488386.0,19654453.0,21157030.0,20133194.0,54042.0,12327626.0
352,2020-12-20,2509052.0,19747846.0,21382640.0,20396972.0,54088.0,12405846.0
353,2020-12-21,2527594.0,19836934.0,21557836.0,20620185.0,54140.0,12486306.0
354,2020-12-22,2543847.0,19920805.0,21748742.0,20822569.0,54337.0,12537322.0
355,2020-12-23,2564152.0,20010163.0,21989439.0,21032306.0,54458.0,12586602.0
356,2020-12-24,2590349.0,20100691.0,22239020.0,21257009.0,54551.0,12666496.0
357,2020-12-25,2616208.0,20189389.0,22469847.0,21511194.0,54689.0,12738170.0
358,2020-12-26,2641471.0,20274117.0,22641951.0,21738394.0,54691.0,12827247.0
359,2020-12-27,2662452.0,20347987.0,22782852.0,21912692.0,54742.0,12876289.0
360,2020-12-28,2680827.0,20418784.0,22944443.0,22078438.0,54759.0,12920340.0
361,2020-12-29,2696702.0,20493895.0,23139510.0,22249200.0,54944.0,12966476.0
362,2020-12-30,2716637.0,20575603.0,23381875.0,22454186.0,55071.0,13015356.0
363,2020-12-31,2747852.0,20660423.0,23675793.0,22695936.0,55184.0,13099969.0
364,2021-01-01,2777482.0,20743243.0,23956985.0,22963880.0,55296.0,13180127.0
365,2021-01-02,2803479.0,20818669.0,24153941.0,23222575.0,55324.0,13271310.0
366,2021-01-03,2827282.0,20887342.0,24320585.0,23467955.0,55380.0,13322023.0
367,2021-01-04,2849829.0,20955330.0,24514544.0,23712089.0,55423.0,13369337.0
368,2021-01-05,2872026.0,21033375.0,24727099.0,23934482.0,55524.0,13416664.0
369,2021-01-06,2899460.0,21115981.0,25020028.0,24143338.0,55649.0,13468731.0
370,2021-01-07,2936470.0,21204144.0,25320021.0,24419852.0,55736.0,13564968.0
371,2021-01-08,2971698.0,21291993.0,25569756.0,24715546.0,55819.0,13669667.0
372,2021-01-09,3008846.0,21380552.0,25814347.0,25022513.0,55914.0,13795279.0
373,2021-01-10,3044196.0,21462299.0,26064160.0,25352735.0,55959.0,13884562.0
374,2021-01-11,3074805.0,21539090.0,26250880.0,25636119.0,55984.0,13988006.0
375,2021-01-12,3103368.0,21616705.0,26435533.0,25881642.0,56121.0,14057617.0
376,2021-01-13,3128871.0,21700782.0,26688102.0,26121546.0,56220.0,14121318.0
377,2021-01-14,3163111.0,21786354.0,26947473.0,26375837.0,56337.0,14224038.0
378,2021-01-15,3197628.0,21873604.0,27187177.0,26637785.0,56484.0,14325991.0
379,2021-01-16,3229237.0,21960150.0,27406817.0,26895969.0,56554.0,14435338.0
380,2021-01-17,3258042.0,22038329.0,27635980.0,27166282.0,56596.0,14552447.0
381,2021-01-18,3283918.0,22109108.0,27801847.0,27400283.0,56624.0,14661673.0
382,2021-01-19,3306134.0,22181614.0,27963008.0,27606651.0,56700.0,14736620.0
383,2021-01-20,3330185.0,22258908.0,28183010.0,27792338.0,56746.0,14799202.0
384,2021-01-21,3360252.0,22338012.0,28418324.0,27974483.0,56873.0,14904460.0
385,2021-01-22,3387117.0,22417211.0,28633169.0,28194719.0,56916.0,15018212.0
386,2021-01-23,3414680.0,22492066.0,28829419.0,28413295.0,56972.0,15116632.0
387,2021-01-24,3442445.0,22562474.0,29039324.0,28632856.0,56987.0,15209061.0
388,2021-01-25,3461623.0,22628905.0,29185990.0,28820054.0,56999.0,15316458.0
389,2021-01-26,3477283.0,22697768.0,29322033.0,28977075.0,57078.0,15380545.0
390,2021-01-27,3497343.0,22771606.0,29518239.0,29141652.0,57148.0,15441110.0
391,2021-01-28,3519508.0,22848707.0,29730630.0,29316144.0,57197.0,15539357.0
392,2021-01-29,3539575.0,22931562.0,29922148.0,29501626.0,57249.0,15644232.0
393,2021-01-30,3560305.0,23009608.0,30093965.0,29684392.0,57293.0,15739436.0
394,2021-01-31,3577720.0,23079684.0,30276328.0,29873659.0,57306.0,15831850.0
395,2021-02-01,3592552.0,23146697.0,30406723.0,30031085.0,57328.0,15925266.0
396,2021-02-02,3605266.0,23213721.0,30529070.0,30156253.0,57400.0,15982709.0
397,2021-02-03,3620602.0,23284662.0,30692603.0,30299262.0,57430.0,16036626.0
398,2021-02-04,3636489.0,23359285.0,30870295.0,30443359.0,57474.0,16123586.0
399,2021-02-05,3652910.0,23432895.0,31030754.0,30574373.0,57533.0,16215663.0
400,2021-02-06,3672174.0,23504099.0,31173960.0,30718704.0,57576.0,16303290.0
401,2021-02-07,3685424.0,23568723.0,31324300.0,30864723.0,57594.0,16382068.0
402,2021-02-08,3696886.0,23630742.0,31431508.0,30989019.0,57607.0,16464533.0
403,2021-02-09,3707084.0,23695725.0,31533818.0,31092851.0,57658.0,16517401.0
404,2021-02-10,3719363.0,23762362.0,31670701.0,31192827.0,57688.0,16563751.0
405,2021-02-11,3733444.0,23832198.0,31818659.0,31301859.0,57746.0,16639507.0
406,2021-02-12,3747448.0,23899075.0,31957037.0,31417980.0,57780.0,16730551.0
407,2021-02-13,3760875.0,23965541.0,32081214.0,31534235.0,57799.0,16818749.0
408,2021-02-14,3772306.0,24025327.0,32209692.0,31649245.0,57811.0,16896106.0
409,2021-02-15,3782984.0,24084797.0,32305861.0,31746192.0,57826.0,16964522.0
410,2021-02-16,3791755.0,24149343.0,32403736.0,31822736.0,57896.0,17013301.0
411,2021-02-17,3802331.0,24217196.0,32539921.0,31896219.0,57913.0,17065884.0
412,2021-02-18,3815134.0,24285857.0,32685414.0,31968158.0,57953.0,17144458.0
413,2021-02-19,3827245.0,24354317.0,32824384.0,32047013.0,57986.0,17229681.0
414,2021-02-20,3839937.0,24420304.0,32952449.0,32131242.0,58071.0,17310338.0
415,2021-02-21,3849600.0,24483350.0,33091994.0,32220293.0,58084.0,17386034.0
416,2021-02-22,3859056.0,24551493.0,33197138.0,32297251.0,58128.0,17471639.0
417,2021-02-23,3869749.0,24619063.0,33306727.0,32363086.0,58172.0,17526147.0
418,2021-02-24,3878877.0,24690492.0,33458926.0,32434367.0,58225.0,17573479.0
419,2021-02-25,3892232.0,24768176.0,33617903.0,32519519.0,58269.0,17663769.0
420,2021-02-26,3902654.0,24844045.0,33770397.0,32606342.0,58381.0,17758952.0
421,2021-02-27,3915328.0,24917739.0,33912701.0,32693988.0,58455.0,17850579.0
422,2021-02-28,3923668.0,24986366.0,34059890.0,32781951.0,58487.0,17938190.0
423,2021-03-01,3932024.0,25056105.0,34169294.0,32860951.0,58516.0,18028858.0
424,2021-03-02,3940888.0,25125554.0,34285136.0,32921714.0,58605.0,18086678.0
425,2021-03-03,3950262.0,25202686.0,34444266.0,32987488.0,58671.0,18142490.0
426,2021-03-04,3963726.0,25284022.0,34617993.0,33056196.0,58745.0,18228037.0
427,2021-03-05,3975206.0,25365244.0,34780441.0,33136131.0,58823.0,18324754.0
428,2021-03-06,3985773.0,25445519.0,34931289.0,33215358.0,58888.0,18423268.0
429,2021-03-07,3994493.0,25522084.0,35092552.0,33293694.0,58956.0,18524037.0
430,2021-03-08,4002754.0,25601107.0,35207493.0,33361082.0,59094.0,18621963.0
431,2021-03-09,4011254.0,25680592.0,35329991.0,33413699.0,59195.0,18727357.0
432,2021-03-10,4020221.0,25763092.0,35501621.0,33471448.0,59293.0,18780704.0
433,2021-03-11,4030995.0,25852363.0,35690992.0,33538778.0,59456.0,18881541.0
434,2021-03-12,4041334.0,25944588.0,35872583.0,33614781.0,59666.0,18991301.0
435,2021-03-13,4052825.0,26037829.0,36049343.0,33688067.0,59818.0,19094858.0
436,2021-03-14,4061398.0,26125264.0,36235970.0,33765540.0,59947.0,19208280.0
437,2021-03-15,4070175.0,26218091.0,36375834.0,33827926.0,60072.0,19313717.0
438,2021-03-16,4078899.0,26312520.0,36523024.0,33883901.0,60202.0,19383322.0
439,2021-03-17,4088789.0,26416622.0,36719980.0,33937049.0,60404.0,19446448.0
440,2021-03-18,4108677.0,26530931.0,36938603.0,34002689.0,60636.0,19562861.0
441,2021-03-19,4119750.0,26650868.0,37146112.0,34076232.0,60825.0,19687793.0
442,2021-03-20,4133516.0,26771545.0,37336853.0,34153824.0,61168.0,19808360.0
443,2021-03-21,4142619.0,26890004.0,37543254.0,34230555.0,61472.0,19929213.0
444,2021-03-22,4151510.0,27018543.0,37698179.0,34300243.0,61706.0,20048495.0
445,2021-03-23,4160054.0,27143420.0,37870468.0,34354637.0,61931.0,20129131.0
446,2021-03-24,4170107.0,27277025.0,38089068.0,34416993.0,62311.0,20208340.0
447,2021-03-25,4187031.0,27420290.0,38330724.0,34489213.0,62900.0,20331468.0
448,2021-03-26,4198521.0,27574340.0,38560749.0,34571350.0,63240.0,20468568.0
449,2021-03-27,4211522.0,27730221.0,38760891.0,34651576.0,63483.0,20608331.0
450,2021-03-28,4220717.0,27882334.0,38985754.0,34741275.0,63527.0,20733545.0
451,2021-03-29,4230328.0,28046409.0,39149053.0,34816364.0,63701.0,20866771.0
452,2021-03-30,4240013.0,28200513.0,39316879.0,34880556.0,64012.0,20957002.0
453,2021-03-31,4250912.0,28362973.0,39531254.0,34952484.0,64420.0,21036261.0
454,2021-04-01,4267288.0,28547011.0,39773148.0,35028610.0,64572.0,21163895.0
455,2021-04-02,4279188.0,28745194.0,39993165.0,35112963.0,64968.0,21299711.0
456,2021-04-03,4292836.0,28953655.0,40173369.0,35200826.0,65128.0,21444254.0
457,2021-04-04,4301523.0,29166100.0,40328195.0,35282577.0,65388.0,21556070.0
458,2021-04-05,4311065.0,29387064.0,40486652.0,35358467.0,65576.0,21651891.0
459,2021-04-06,4320771.0,29599651.0,40618616.0,35415946.0,65981.0,21740985.0
460,2021-04-07,4330797.0,29846419.0,40777807.0,35491242.0,66236.0,21823508.0
461,2021-04-08,4347302.0,30113821.0,40992952.0,35572691.0,66486.0,21972742.0
462,2021-04-09,4360038.0,30394199.0,41203100.0,35666200.0,66672.0,22129175.0
463,2021-04-10,4372731.0,30684958.0,41382579.0,35762108.0,67039.0,22275363.0
464,2021-04-11,4382708.0,30973958.0,41579703.0,35858769.0,67152.0,22427741.0
465,2021-04-12,4392328.0,31281967.0,41718648.0,35943852.0,67332.0,22567697.0
466,2021-04-13,4403581.0,31586126.0,41853747.0,36010929.0,67592.0,22670733.0
467,2021-04-14,4413462.0,31918284.0,42038584.0,36091948.0,67792.0,22767351.0
468,2021-04-15,4430848.0,32272478.0,42236423.0,36182934.0,68017.0,22915217.0
469,2021-04-16,4443184.0,32644845.0,42417646.0,36274095.0,68205.0,23058884.0
470,2021-04-17,4455840.0,33032837.0,42572454.0,36366786.0,68406.0,23199113.0
471,2021-04-18,4466490.0,33440667.0,42739631.0,36459062.0,68664.0,23341992.0
472,2021-04-19,4476097.0,33856570.0,42859714.0,36551806.0,68748.0,23479849.0
473,2021-04-20,4486077.0,34259847.0,42982044.0,36615069.0,68948.0,23588930.0
474,2021-04-21,4497147.0,34708233.0,43146010.0,36669287.0,69230.0,23675925.0
475,2021-04-22,4513944.0,35180973.0,43327083.0,36744811.0,69403.0,23815042.0
476,2021-04-23,4524976.0,35663204.0,43489619.0,36827731.0,69664.0,23964003.0
477,2021-04-24,4538984.0,36148251.0,43627053.0,36909681.0,69765.0,24075235.0
478,2021-04-25,4549262.0,36620734.0,43771055.0,36992923.0,69857.0,24205742.0
479,2021-04-26,4557923.0,37096107.0,43874859.0,37060791.0,70034.0,24342267.0
480,2021-04-27,4566418.0,37540772.0,43976337.0,37115040.0,70177.0,24438428.0
481,2021-04-28,4575474.0,38031266.0,44113684.0,37162209.0,70319.0,24522128.0
482,2021-04-29,4589125.0,38538975.0,44267631.0,37230393.0,70362.0,24657376.0
483,2021-04-30,4598557.0,39051421.0,44391327.0,37304130.0,70537.0,24804964.0
484,2021-05-01,4609554.0,39568623.0,44506666.0,37379870.0,70659.0,24929658.0
485,2021-05-02,4617621.0,40068979.0,44625789.0,37455237.0,70743.0,25050738.0
486,2021-05-03,4623998.0,40544917.0,44705546.0,37518623.0,70779.0,25182534.0
487,2021-05-04,4630115.0,41005530.0,44785575.0,37569139.0,70811.0,25269385.0
488,2021-05-05,4638491.0,41500661.0,44890255.0,37619470.0,70848.0,25346639.0
489,2021-05-06,4647905.0,42019295.0,45013495.0,37678427.0,71241.0,25479234.0
490,2021-05-07,4657782.0,42540075.0,45120892.0,37740940.0,71525.0,25613403.0
491,2021-05-08,4668553.0,43044662.0,45219393.0,37803509.0,71770.0,25742727.0
492,2021-05-09,4676809.0,43542086.0,45326588.0,37865786.0,71932.0,25872437.0
493,2021-05-10,4684395.0,43998473.0,45400973.0,37917064.0,72222.0,25998719.0
494,2021-05-11,4690918.0,44422008.0,45472234.0,37959692.0,72745.0,26101153.0
495,2021-05-12,4699619.0,44862452.0,45554770.0,37998222.0,73012.0,26176639.0
496,2021-05-13,4710354.0,45315818.0,45659254.0,38047836.0,73226.0,26313521.0
497,2021-05-14,4719006.0,45743893.0,45745695.0,38101878.0,73524.0,26457241.0
498,2021-05-15,4727652.0,46144644.0,45816506.0,38160473.0,73777.0,26594877.0
499,2021-05-16,4734747.0,46524469.0,45896180.0,38213994.0,73802.0,26738481.0
500,2021-05-17,4741811.0,46887738.0,45959030.0,38258520.0,74098.0,26882799.0
501,2021-05-18,4749158.0,47231919.0,46016737.0,38291472.0,74252.0,26995828.0
502,2021-05-19,4758989.0,47584425.0,46095632.0,38324798.0,74589.0,27092579.0
503,2021-05-20,4770462.0,47949415.0,46177980.0,38367193.0,74892.0,27238915.0
504,2021-05-21,4780897.0,48299257.0,46246517.0,38410952.0,75047.0,27398655.0
505,2021-05-22,4790726.0,48642711.0,46319754.0,38455430.0,75161.0,27553120.0
506,2021-05-23,4800849.0,48963493.0,46381145.0,38499814.0,75232.0,27688564.0
507,2021-05-24,4809336.0,49259042.0,46426171.0,38534143.0,75304.0,27833196.0
508,2021-05-25,4817594.0,49534225.0,46461213.0,38560369.0,75472.0,27933222.0
509,2021-05-26,4826175.0,49824103.0,46507035.0,38587497.0,75563.0,28044907.0
510,2021-05-27,4839128.0,50117766.0,46573032.0,38625672.0,75745.0,28203844.0
511,2021-05-28,4850469.0,50387832.0,46639183.0,38663649.0,76030.0,28372249.0
512,2021-05-29,4863167.0,50645980.0,46698938.0,38699992.0,76166.0,28514831.0
513,2021-05-30,4875674.0,50887612.0,46749854.0,38739571.0,76231.0,28629372.0
514,2021-05-31,4885212.0,51114489.0,46790557.0,38765990.0,76297.0,28790382.0
515,2021-06-01,4894839.0,51315719.0,46825482.0,38787300.0,76380.0,28908464.0
516,2021-06-02,4907297.0,51523322.0,46877926.0,38808858.0,76533.0,29014868.0
517,2021-06-03,4922459.0,51735830.0,46932617.0,38830873.0,76762.0,29171828.0
518,2021-06-04,4935069.0,51945974.0,46982600.0,38860192.0,76879.0,29349140.0
519,2021-06-05,4950304.0,52140653.0,47029335.0,38892174.0,77012.0,29503082.0
520,2021-06-06,4965636.0,52321482.0,47071842.0,38924468.0,77101.0,29613027.0
521,2021-06-07,4977355.0,52486222.0,47105716.0,38949288.0,77218.0,29760966.0
522,2021-06-08,4988246.0,52635683.0,47136603.0,38967589.0,77335.0,29875053.0
523,2021-06-09,5002225.0,52797741.0,47181339.0,38988892.0,77631.0,29979664.0
524,2021-06-10,5022125.0,52965687.0,47228831.0,39017245.0,77732.0,30098299.0
525,2021-06-11,5043173.0,53133062.0,47273960.0,39050162.0,77845.0,30257712.0
526,2021-06-12,5064875.0,53288661.0,47316889.0,39079797.0,77931.0,30413689.0
527,2021-06-13,5084294.0,53438962.0,47358348.0,39107970.0,78036.0,30561562.0
528,2021-06-14,5101287.0,53576462.0,47391890.0,39129825.0,78152.0,30717603.0
529,2021-06-15,5117491.0,53707272.0,47423695.0,39147378.0,78336.0,30827611.0
530,2021-06-16,5139574.0,53840738.0,47464056.0,39167573.0,78489.0,30929124.0
531,2021-06-17,5165357.0,53987090.0,47507118.0,39194402.0,78705.0,31073360.0
532,2021-06-18,5191227.0,54129371.0,47552492.0,39221422.0,78889.0,31241524.0
533,2021-06-19,5217662.0,54268944.0,47599198.0,39248859.0,79069.0,31381176.0
534,2021-06-20,5242028.0,54399432.0,47641934.0,39275089.0,79266.0,31535744.0
535,2021-06-21,5264778.0,54526217.0,47677755.0,39297683.0,79467.0,31675870.0
536,2021-06-22,5285431.0,54648872.0,47712245.0,39315107.0,79645.0,31787977.0
537,2021-06-23,5311688.0,54781436.0,47759875.0,39335857.0,79906.0,31885822.0
538,2021-06-24,5346387.0,54924358.0,47813788.0,39364180.0,80222.0,32040224.0
539,2021-06-25,5379723.0,55065843.0,47867749.0,39392908.0,80609.0,32223065.0
540,2021-06-26,5413164.0,55204317.0,47922456.0,39424903.0,80854.0,32363273.0
541,2021-06-27,5446252.0,55339087.0,47976113.0,39456260.0,81208.0,32501544.0
542,2021-06-28,5474649.0,55474147.0,48025403.0,39481442.0,81521.0,32636109.0
543,2021-06-29,5499457.0,55604433.0,48073946.0,39502234.0,81820.0,32737280.0
544,2021-06-30,5529081.0,55750235.0,48142129.0,39526937.0,82170.0,32826160.0
545,2021-07-01,5567247.0,55902622.0,48217898.0,39559655.0,82538.0,32949859.0
546,2021-07-02,5608005.0,56058835.0,48297131.0,39589192.0,83018.0,33053328.0
547,2021-07-03,5653442.0,56209968.0,48378670.0,39626051.0,83490.0,33172523.0
548,2021-07-04,5697575.0,56352665.0,48459792.0,39663037.0,83934.0,33286773.0
549,2021-07-05,5728084.0,56501990.0,48530011.0,39689840.0,84485.0,33400603.0
550,2021-07-06,5756655.0,56653931.0,48596792.0,39710394.0,84891.0,33483875.0
551,2021-07-07,5790888.0,56823007.0,48689958.0,39740191.0,85585.0,33560405.0
552,2021-07-08,5838328.0,56998911.0,48793618.0,39781599.0,86449.0,33679655.0
553,2021-07-09,5884856.0,57186047.0,48906392.0,39826995.0,87260.0,33780562.0
554,2021-07-10,5936639.0,57360786.0,49015046.0,40036198.0,88178.0,33878713.0
555,2021-07-11,5981018.0,57529765.0,49126721.0,40090422.0,88775.0,33974781.0
556,2021-07-12,6016177.0,57707685.0,49220076.0,40129641.0,89347.0,34074090.0
557,2021-07-13,6051477.0,57891519.0,49309412.0,40161903.0,90422.0,34142175.0
558,2021-07-14,6091342.0,58097402.0,49436431.0,40216875.0,91194.0,34204563.0
559,2021-07-15,6136199.0,58310567.0,49578077.0,40280350.0,91945.0,34292300.0
560,2021-07-16,6178884.0,58526289.0,49724137.0,40348688.0,93334.0,34393112.0
561,2021-07-17,6226046.0,58730726.0,49882220.0,40420383.0,94925.0,34482804.0
562,2021-07-18,6265183.0,58928363.0,50035080.0,40491032.0,96256.0,34561848.0
563,2021-07-19,6300420.0,59120404.0,50155608.0,40540777.0,97428.0,34639152.0
564,2021-07-20,6330679.0,59312424.0,50259634.0,40583528.0,98381.0,34711528.0
565,2021-07-21,6364980.0,59513681.0,50409437.0,40661830.0,99726.0,34764204.0
566,2021-07-22,6400045.0,59728134.0,50559413.0,40746164.0,101040.0,34825665.0
567,2021-07-23,6433257.0,59936595.0,50703244.0,40844140.0,102190.0,34913597.0
568,2021-07-24,6475278.0,60154016.0,50840780.0,40952470.0,102865.0,34992699.0
569,2021-07-25,6511802.0,60363931.0,50974404.0,41059674.0,103727.0,35127113.0
570,2021-07-26,6543262.0,60579885.0,51075879.0,41136225.0,104518.0,35199001.0
571,2021-07-27,6571013.0,60817545.0,51160563.0,41197835.0,106101.0,35251598.0
572,2021-07-28,6607932.0,61087776.0,51293766.0,41310299.0,107127.0,35297912.0
573,2021-07-29,6655475.0,61358048.0,51434891.0,41436864.0,108556.0,35369578.0
574,2021-07-30,6698440.0,61629368.0,51569135.0,41569052.0,110398.0,35448155.0
575,2021-07-31,6749727.0,61880891.0,51700748.0,41708110.0,111981.0,35513662.0
576,2021-08-01,6786066.0,62124176.0,51825416.0,41856707.0,113324.0,35574595.0
577,2021-08-02,6818414.0,62364435.0,51924865.0,41962365.0,114221.0,35641104.0
578,2021-08-03,6853100.0,62620149.0,52004104.0,42047482.0,116008.0,35689573.0
579,2021-08-04,6888175.0,62895297.0,52128796.0,42194877.0,117862.0,35730508.0
580,2021-08-05,6931084.0,63179351.0,52265718.0,42348302.0,119783.0,35788359.0
581,2021-08-06,6995496.0,63467341.0,52401566.0,42517487.0,121576.0,35856398.0
582,2021-08-07,7046661.0,63737134.0,52531676.0,42690707.0,123316.0,35916631.0
583,2021-08-08,7083340.0,63986839.0,52659090.0,42867820.0,124363.0,35975994.0
584,2021-08-09,7115914.0,64237115.0,52759368.0,43014384.0,125315.0,36042226.0
585,2021-08-10,7139187.0,64499744.0,52839061.0,43137851.0,127726.0,36076486.0
586,2021-08-11,7181296.0,64770544.0,52972238.0,43277900.0,129480.0,36106122.0
587,2021-08-12,7214493.0,65052046.0,53115529.0,43460909.0,131405.0,36161230.0
588,2021-08-13,7257210.0,65333459.0,53256238.0,43651459.0,133349.0,36213969.0
589,2021-08-14,7302036.0,65611217.0,53391279.0,43851744.0,135745.0,36267969.0
590,2021-08-15,7336851.0,65862304.0,53519742.0,44042403.0,136558.0,36313668.0
591,2021-08-16,7366632.0,66109424.0,53623332.0,44207569.0,137473.0,36357098.0
592,2021-08-17,7395934.0,66357270.0,53714041.0,44348915.0,140653.0,36387992.0
593,2021-08-18,7431865.0,66624307.0,53847224.0,44506392.0,143978.0,36418508.0
594,2021-08-19,7493636.0,66892398.0,53997171.0,44703610.0,146986.0,36474394.0
595,2021-08-20,7531795.0,67162125.0,54143276.0,44918828.0,150058.0,36532263.0
596,2021-08-21,7573075.0,67416219.0,54282471.0,45141118.0,152033.0,36580938.0
597,2021-08-22,7605138.0,67650349.0,54416075.0,45351331.0,153157.0,36625702.0
598,2021-08-23,7630571.0,67880013.0,54521020.0,45519057.0,154403.0,36668837.0
599,2021-08-24,7656976.0,68125035.0,54615450.0,45667238.0,158882.0,36697426.0
600,2021-08-25,7691039.0,68392775.0,54765480.0,45834395.0,161269.0,36722094.0
601,2021-08-26,7728071.0,68670550.0,54915405.0,46040937.0,162727.0,36766669.0
602,2021-08-27,7761914.0,68943475.0,55061009.0,46260088.0,164455.0,36810528.0
603,2021-08-28,7799946.0,69213247.0,55193925.0,46493103.0,165906.0,36850626.0
604,2021-08-29,7827275.0,69462338.0,55321928.0,46713395.0,167375.0,36886209.0
605,2021-08-30,7848996.0,69700801.0,55420515.0,46887339.0,169159.0,36923609.0
606,2021-08-31,7872491.0,69940507.0,55510510.0,47023104.0,171107.0,36948548.0
607,2021-09-01,7896911.0,70184870.0,55648906.0,47201360.0,173184.0,36968706.0
608,2021-09-02,7926849.0,70440400.0,55800798.0,47417688.0,176869.0,37003055.0
609,2021-09-03,7953846.0,70690919.0,55945250.0,47651834.0,178801.0,37040392.0
610,2021-09-04,7982039.0,70937261.0,56080521.0,47877132.0,180859.0,37075681.0
611,2021-09-05,8003513.0,71151661.0,56206233.0,48094770.0,182826.0,37108402.0
612,2021-09-06,8020178.0,71365759.0,56304168.0,48262098.0,184713.0,37140661.0
613,2021-09-07,8038670.0,71585731.0,56399090.0,48406144.0,186691.0,37162334.0
614,2021-09-08,8059525.0,71809120.0,56543519.0,48559751.0,188588.0,37178785.0
615,2021-09-09,8082096.0,72035524.0,56683239.0,48712729.0,192354.0,37201537.0
616,2021-09-10,8102767.0,72254393.0,56813760.0,48916980.0,194523.0,37224406.0
617,2021-09-11,8123559.0,72464823.0,56939589.0,49138179.0,196771.0,37262546.0
618,2021-09-12,8138887.0,72660661.0,57052948.0,49351305.0,199276.0,37285970.0
619,2021-09-13,8153466.0,72848845.0,57140620.0,49529322.0,201582.0,37308605.0
620,2021-09-14,8180713.0,73036389.0,57229590.0,49664514.0,204044.0,37327338.0
621,2021-09-15,8195186.0,73233287.0,57364453.0,49820772.0,205811.0,37340639.0
622,2021-09-16,8215712.0,73428933.0,57496216.0,50016063.0,208667.0,37362012.0
623,2021-09-17,8232322.0,73625193.0,57623664.0,50205869.0,212226.0,37385250.0
624,2021-09-18,8249229.0,73821729.0,57745588.0,50403050.0,215183.0,37427033.0
625,2021-09-19,8261077.0,73999230.0,57860534.0,50597808.0,217469.0,37445352.0
626,2021-09-20,8274356.0,74170803.0,57951007.0,50742664.0,219326.0,37603116.0
