,date,Africa,Asia,Europe,North America,Oceania,South America
627,2021-09-21,8289102.0,74346816.0,58049147.0,50860713.0,221065.0,37618911.0
628,2021-09-22,8301534.0,74521175.0,58187630.0,50994481.0,223803.0,37633577.0
629,2021-09-23,8319881.0,74700844.0,58325414.0,51159189.0,226392.0,37640354.0
630,2021-09-24,8332847.0,74877560.0,58458120.0,51323360.0,229661.0,37684826.0
631,2021-09-25,8346440.0,75048712.0,58586008.0,51493910.0,231862.0,37716891.0
632,2021-09-26,8355969.0,75202146.0,58702279.0,51658104.0,234204.0,37742766.0
633,2021-09-27,8364121.0,75356143.0,58798220.0,51774938.0,236073.0,37766045.0
634,2021-09-28,8373219.0,75506671.0,58905243.0,51868076.0,238218.0,37781428.0
635,2021-09-29,8382739.0,75645840.0,59055816.0,52005094.0,241200.0,37802342.0
636,2021-09-30,8397169.0,75797855.0,59203701.0,52146097.0,243683.0,37825812.0
637,2021-10-01,8407313.0,75959092.0,59348475.0,52288452.0,246953.0,37852053.0
638,2021-10-02,8418291.0,76110060.0,59485787.0,52438199.0,249433.0,37886480.0
639,2021-10-03,8425065.0,76241661.0,59610334.0,52581400.0,252530.0,37911866.0
640,2021-10-04,8432150.0,76367717.0,59711383.0,52679294.0,254713.0,37932651.0
641,2021-10-05,8438889.0,76498596.0,59827685.0,52759841.0,257274.0,37948143.0
642,2021-10-06,8446634.0,76630336.0,59988938.0,52875683.0,260389.0,37964532.0
643,2021-10-07,8458138.0,76766501.0,60149784.0,53000665.0,263412.0,37992144.0
644,2021-10-08,8466161.0,76901845.0,60310205.0,53140672.0,266594.0,38017228.0
645,2021-10-09,8473835.0,77032770.0,60467828.0,53273397.0,269733.0,38040020.0
646,2021-10-10,8478688.0,77150938.0,60610582.0,53400489.0,272651.0,38065035.0
647,2021-10-11,8484560.0,77267589.0,60729653.0,53484458.0,275345.0,38087348.0
648,2021-10-12,8490055.0,77386883.0,60859704.0,53554852.0,277860.0,38102495.0
649,2021-10-13,8496516.0,77515276.0,61044181.0,53651077.0,280410.0,38115379.0
650,2021-10-14,8505485.0,77643500.0,61231322.0,53757002.0,283368.0,38129870.0
651,2021-10-15,8512385.0,77767725.0,61413811.0,53868822.0,286622.0,38145412.0
652,2021-10-16,8520257.0,77890889.0,61594985.0,53984032.0,289775.0,38167354.0
653,2021-10-17,8524665.0,78001849.0,61763488.0,54091751.0,292333.0,38189755.0
654,2021-10-18,8529473.0,78104171.0,61904183.0,54164933.0,294556.0,38208810.0
655,2021-10-19,8534833.0,78215412.0,62066848.0,54222364.0,297542.0,38221594.0
656,2021-10-20,8540134.0,78332915.0,62294362.0,54309940.0,299881.0,38235578.0
657,2021-10-21,8547099.0,78449034.0,62525029.0,54404066.0,303076.0,38255896.0
658,2021-10-22,8553771.0,78563047.0,62755399.0,54493272.0,306611.0,38279979.0
659,2021-10-23,8559899.0,78683729.0,62980159.0,54597002.0,309708.0,38304240.0
660,2021-10-24,8563387.0,78779488.0,63184306.0,54689486.0,312277.0,38326863.0
661,2021-10-25,8568685.0,78876313.0,63352821.0,54735100.0,314874.0,38346867.0
662,2021-10-26,8574633.0,78974425.0,63532689.0,54770063.0,317197.0,38359978.0
663,2021-10-27,8580075.0,79082349.0,63785404.0,54868350.0,319506.0,38372261.0
664,2021-10-28,8587268.0,79193612.0,64042898.0,54981539.0,321888.0,38393913.0
665,2021-10-29,8592600.0,79301037.0,64291992.0,55078211.0,324609.0,38419912.0
666,2021-10-30,8598079.0,79412724.0,64539041.0,55192080.0,327145.0,38443469.0
667,2021-10-31,8601941.0,79526893.0,64762121.0,55293279.0,329143.0,38463385.0
668,2021-11-01,8606322.0,79617514.0,64947816.0,55334774.0,330665.0,38482436.0
669,2021-11-02,8615938.0,79714517.0,65136765.0,55365213.0,332633.0,38496414.0
670,2021-11-03,8619212.0,79821765.0,65380395.0,55492019.0,334481.0,38507135.0
671,2021-11-04,8626009.0,79930961.0,65670537.0,55576073.0,336378.0,38520614.0
672,2021-11-05,8631888.0,80036282.0,65960890.0,55665881.0,338482.0,38543130.0
673,2021-11-06,8637455.0,80136226.0,66237388.0,55766063.0,340743.0,38565793.0
674,2021-11-07,8641300.0,80228790.0,66478126.0,55868988.0,342573.0,38587922.0
675,2021-11-08,8646043.0,80318178.0,66681255.0,55912322.0,344340.0,38609419.0
676,2021-11-09,8651390.0,80411643.0,66908804.0,55950124.0,346130.0,38623993.0
677,2021-11-10,8659262.0,80513310.0,67229179.0,56076384.0,347788.0,38637547.0
678,2021-11-11,8664571.0,80615358.0,67559968.0,56170416.0,349435.0,38657643.0
679,2021-11-12,8669969.0,80711537.0,67879472.0,56275638.0,351532.0,38680335.0
680,2021-11-13,8675290.0,80806455.0,68171562.0,56359953.0,353347.0,38705627.0
681,2021-11-14,8679276.0,80892435.0,68443139.0,56493458.0,355182.0,38731500.0
682,2021-11-15,8683331.0,80972368.0,68675111.0,56570508.0,356470.0,38755924.0
683,2021-11-16,8688335.0,81057432.0,68933187.0,56610883.0,357813.0,38769916.0
684,2021-11-17,8694345.0,81150463.0,69311817.0,56751444.0,359231.0,38781841.0
685,2021-11-18,8699747.0,81246669.0,69689421.0,56858515.0,361292.0,38796381.0
686,2021-11-19,8704689.0,81338657.0,70060604.0,56975103.0,363270.0,38819110.0
687,2021-11-20,8709914.0,81429407.0,70424506.0,57109453.0,365286.0,38841251.0
688,2021-11-21,8713927.0,81511356.0,70738876.0,57233835.0,366960.0,38864242.0
689,2021-11-22,8718282.0,81590489.0,71012883.0,57287566.0,368674.0,38883035.0
690,2021-11-23,8722647.0,81674661.0,71299903.0,57331666.0,370283.0,38898325.0
691,2021-11-24,8747490.0,81796769.0,71718612.0,57488102.0,371793.0,38910010.0
692,2021-11-25,8753094.0,81890837.0,72136412.0,57598692.0,373655.0,38931234.0
693,2021-11-26,8760269.0,81985104.0,72553652.0,57715190.0,375542.0,38955886.0
694,2021-11-27,8767288.0,82073480.0,72934109.0,57796987.0,377428.0,38979200.0
695,2021-11-28,8773580.0,82159733.0,73263692.0,57889055.0,379165.0,39002247.0
696,2021-11-29,8780068.0,82236912.0,73549856.0,57948617.0,380764.0,39023215.0
697,2021-11-30,8788606.0,82319606.0,73835495.0,58010568.0,383048.0,39036285.0
698,2021-12-01,8797949.0,82411449.0,74267636.0,58113020.0,384425.0,39049475.0
699,2021-12-02,8811839.0,82502535.0,74702550.0,58241826.0,386293.0,39069985.0
700,2021-12-03,8828454.0,82589565.0,75131686.0,58383905.0,388278.0,39092285.0
701,2021-12-04,8850821.0,82675698.0,75530871.0,58537229.0,390042.0,39115652.0
702,2021-12-05,8871727.0,82753299.0,75880053.0,58698027.0,391879.0,39136371.0
703,2021-12-06,8887368.0,82828572.0,76168333.0,58772269.0,393397.0,39156730.0
704,2021-12-07,8903610.0,82906573.0,76451282.0,58833881.0,394987.0,39170912.0
705,2021-12-08,8925691.0,82994353.0,76870422.0,59027263.0,396574.0,39183916.0
706,2021-12-09,8956902.0,83079911.0,77297328.0,59161581.0,398557.0,39204728.0
707,2021-12-10,8991879.0,83164156.0,77689301.0,59300822.0,400743.0,39227635.0
708,2021-12-11,9026923.0,83244524.0,78068658.0,59448459.0,402569.0,39247716.0
709,2021-12-12,9053049.0,83320894.0,78410287.0,59594082.0,404712.0,39265077.0
710,2021-12-13,9099447.0,83391124.0,78687042.0,59666117.0,406496.0,39281696.0
711,2021-12-14,9130183.0,83465688.0,78953909.0,59732478.0,408450.0,39295377.0
712,2021-12-15,9169117.0,83545739.0,79393684.0,59927890.0,410678.0,39310632.0
713,2021-12-16,9212420.0,83625780.0,79844279.0,60063839.0,413756.0,39328717.0
714,2021-12-17,9260541.0,83721396.0,80294728.0,60223021.0,417392.0,39349476.0
715,2021-12-18,9301369.0,83796109.0,80728710.0,60401051.0,421313.0,39366148.0
716,2021-12-19,9333401.0,83864252.0,81117396.0,60575682.0,425545.0,39382746.0
717,2021-12-20,9361037.0,83930466.0,81436540.0,60676626.0,429623.0,39402986.0
718,2021-12-21,9388323.0,83998369.0,81741288.0,60793391.0,433708.0,39422751.0
719,2021-12-22,9429483.0,84073038.0,82239443.0,61081982.0,438461.0,39447484.0
720,2021-12-23,9481779.0,84148068.0,82785197.0,61310852.0,444413.0,39477671.0
721,2021-12-24,9542047.0,84220434.0,83364539.0,61581390.0,453349.0,39503796.0
722,2021-12-25,9594487.0,84293605.0,83931917.0,61899860.0,462415.0,39524101.0
723,2021-12-26,9634415.0,84363344.0,84437389.0,62167624.0,472482.0,39550315.0
724,2021-12-27,9664195.0,84430695.0,84736279.0,62305884.0,482267.0,39596121.0
725,2021-12-28,9694827.0,84506803.0,85141277.0,62539991.0,492589.0,39655978.0
726,2021-12-29,9742918.0,84597149.0,85951368.0,63079690.0,504070.0,39724956.0
727,2021-12-30,9791300.0,84697760.0,86894234.0,63527921.0,522639.0,39805695.0
728,2021-12-31,9850274.0,84815124.0,87954513.0,64071020.0,544189.0,39873056.0
729,2022-01-01,9904868.0,84936388.0,89005223.0,64735243.0,577686.0,39933436.0
730,2022-01-02,9948285.0,85051215.0,89881462.0,65279373.0,613583.0,39988370.0
731,2022-01-03,9972062.0,85172602.0,90368891.0,65641223.0,646310.0,40098921.0
732,2022-01-04,10008821.0,85320071.0,91015167.0,66096922.0,683799.0,40214914.0
733,2022-01-05,10063574.0,85514791.0,92227927.0,67090096.0,731766.0,40355737.0
734,2022-01-06,10119664.0,85769275.0,93630256.0,67927035.0,797130.0,40528364.0
735,2022-01-07,10173436.0,86075505.0,94905957.0,68743583.0,869596.0,40721254.0
736,2022-01-08,10223743.0,86402305.0,95973330.0,69662061.0,948610.0,40909092.0
737,2022-01-09,10264979.0,86756811.0,97092419.0,70642431.0,1038574.0,41084716.0
738,2022-01-10,10299504.0,87145303.0,98029541.0,71184636.0,1112397.0,41332353.0
739,2022-01-11,10329389.0,87541053.0,98779114.0,71755012.0,1164366.0,41565540.0
740,2022-01-12,10385395.0,87982159.0,100140130.0,73167901.0,1233451.0,41798116.0
741,2022-01-13,10428884.0,88510936.0,101481713.0,74114544.0,1318067.0,42082961.0
742,2022-01-14,10473752.0,89061991.0,102731650.0,75122837.0,1388360.0,42400225.0
743,2022-01-15,10516292.0,89616290.0,103977460.0,76173241.0,1455501.0,42678292.0
744,2022-01-16,10552447.0,90170677.0,105149049.0,77224720.0,1516902.0,42967974.0
745,2022-01-17,10578499.0,90721236.0,106126389.0,77782813.0,1572447.0,43283634.0
746,2022-01-18,10603445.0,91285372.0,106972903.0,78277125.0,1617448.0,43546975.0
747,2022-01-19,10672205.0,91915742.0,108591105.0,79391564.0,1654713.0,43832063.0
748,2022-01-20,10714808.0,92589600.0,110234455.0,80389044.0,1704097.0,44207161.0
749,2022-01-21,10752448.0,93317516.0,111882570.0,81306134.0,1750156.0,44666582.0
750,2022-01-22,10788184.0,94039878.0,113479604.0,82235426.0,1792337.0,45063507.0
751,2022-01-23,10818839.0,94743372.0,114940372.0,83138369.0,1827431.0,45425486.0
752,2022-01-24,10843899.0,95426752.0,116148499.0,83541713.0,1860377.0,45804293.0
753,2022-01-25,10914232.0,96067718.0,117180889.0,83918851.0,1888245.0,46158786.0
754,2022-01-26,10947560.0,96780976.0,119104694.0,85028929.0,1914850.0,46413120.0
755,2022-01-27,10980692.0,97506152.0,120954392.0,85618634.0,1993040.0,46783242.0
756,2022-01-28,11013576.0,98196712.0,122740898.0,86273692.0,2029383.0,47192676.0
757,2022-01-29,11044186.0,98881489.0,124435918.0,86951198.0,2067190.0,47581658.0
758,2022-01-30,11068159.0,99550752.0,125870296.0,87566177.0,2097365.0,47996085.0
759,2022-01-31,11091510.0,100240005.0,127049272.0,87849994.0,2368869.0,48347444.0
760,2022-02-01,11112286.0,100870050.0,128156748.0,88052461.0,2402325.0,48617202.0
761,2022-02-02,11184749.0,101529916.0,129974002.0,88695511.0,2443175.0,48812028.0
762,2022-02-03,11210088.0,102233584.0,131682554.0,89064818.0,2483012.0,49139919.0
763,2022-02-04,11234574.0,102905646.0,133294698.0,89436757.0,2518194.0,49450610.0
764,2022-02-05,11257863.0,103567533.0,134759830.0,89847324.0,2548209.0,49865861.0
765,2022-02-06,11275129.0,104163644.0,135989475.0,90186970.0,2574829.0,50162730.0
766,2022-02-07,11292154.0,104727855.0,136985905.0,90335807.0,2598116.0,50477714.0
767,2022-02-08,11307226.0,105292558.0,137995376.0,90461037.0,2624978.0,50637342.0
768,2022-02-09,11357665.0,105935286.0,139779960.0,90799763.0,2654434.0,50787829.0
769,2022-02-10,11376851.0,106570213.0,141209856.0,91048684.0,2686787.0,51062680.0
770,2022-02-11,11396309.0,107166602.0,142539003.0,91292409.0,2717723.0,51332291.0
771,2022-02-12,11415251.0,107754320.0,143733668.0,91504509.0,2742677.0,51590519.0
772,2022-02-13,11427961.0,108250936.0,144699958.0,91700882.0,2763662.0,51836570.0
773,2022-02-14,11441882.0,108739194.0,145461655.0,91799274.0,2792053.0,52062143.0
774,2022-02-15,11455488.0,109240696.0,146265965.0,91880035.0,2831822.0,52190287.0
775,2022-02-16,11493837.0,109821922.0,147397544.0,92083179.0,2858843.0,52307399.0
776,2022-02-17,11511139.0,110417712.0,148494892.0,92223224.0,2888197.0,52499546.0
777,2022-02-18,11531246.0,111015969.0,149519798.0,92361268.0,2920279.0,52727116.0
778,2022-02-19,11543206.0,111591113.0,150450466.0,92494975.0,2948710.0,52924025.0
779,2022-02-20,11551004.0,112130197.0,151195734.0,92631020.0,2970945.0,53108728.0
780,2022-02-21,11568058.0,112607471.0,151783427.0,92692322.0,2989144.0,53285807.0
781,2022-02-22,11595670.0,113119378.0,152430999.0,92737248.0,3007203.0,53382299.0
782,2022-02-23,11646806.0,113745352.0,153351965.0,92806610.0,3035385.0,53461308.0
783,2022-02-24,11660535.0,114394088.0,154214563.0,92944641.0,3072434.0,53615814.0
784,2022-02-25,11672337.0,114991163.0,154994331.0,93043603.0,3111960.0,53803216.0
785,2022-02-26,11681365.0,115605692.0,155698905.0,93145343.0,3145453.0,53945325.0
786,2022-02-27,11689631.0,116182292.0,156263217.0,93240430.0,3181370.0,53989934.0
787,2022-02-28,11698667.0,116715109.0,156696173.0,93281633.0,3211783.0,54198684.0
788,2022-03-01,11715737.0,117274135.0,157209224.0,93309780.0,3250743.0,54255265.0
789,2022-03-02,11723709.0,117933344.0,157958844.0,93409511.0,3295461.0,54305059.0
790,2022-03-03,11732865.0,118621002.0,158698076.0,93490755.0,3345917.0,54365155.0
791,2022-03-04,11741711.0,119384720.0,159442314.0,93561370.0,3398760.0,54435712.0
792,2022-03-05,11750877.0,120112617.0,160156103.0,93631092.0,3443095.0,54533537.0
793,2022-03-06,11758210.0,120791411.0,160746718.0,93693768.0,3483435.0,54635304.0
794,2022-03-07,11764105.0,121453690.0,161226389.0,93720315.0,3523346.0,54729075.0
795,2022-03-08,11788577.0,122033124.0,161791142.0,93742671.0,3569717.0,54770699.0
796,2022-03-09,11795635.0,122821150.0,162640207.0,93817924.0,3622609.0,54813048.0
797,2022-03-10,11802508.0,123659041.0,163487825.0,93863034.0,3675768.0,54910694.0
798,2022-03-11,11810659.0,124397831.0,164321549.0,93925665.0,3735679.0,54995848.0
799,2022-03-12,11824053.0,125184831.0,165110325.0,93982221.0,3784247.0,55079476.0
800,2022-03-13,11828414.0,126177039.0,165762723.0,94034552.0,3828301.0,55161571.0
801,2022-03-14,11831996.0,126893713.0,166257836.0,94056963.0,3872496.0,55231125.0
802,2022-03-15,11844059.0,127687534.0,166881765.0,94074769.0,3916975.0,55268986.0
803,2022-03-16,11849172.0,128451217.0,167824638.0,94148436.0,4195888.0,55297760.0
804,2022-03-17,11853987.0,129536194.0,168778821.0,94187964.0,4274215.0,55372462.0
805,2022-03-18,11858413.0,130481270.0,169689054.0,94239887.0,4341771.0,55453779.0
806,2022-03-19,11862100.0,131223568.0,170513561.0,94295675.0,4409217.0,55525418.0
807,2022-03-20,11865223.0,132137912.0,171163260.0,94339221.0,4469420.0,55589593.0
808,2022-03-21,11873273.0,132665231.0,171663407.0,94360993.0,4526521.0,55652308.0
809,2022-03-22,11875802.0,133281590.0,172291291.0,94379485.0,4586106.0,55680133.0
810,2022-03-23,11891356.0,134159616.0,173285576.0,94431001.0,4659684.0,55702467.0
811,2022-03-24,11894945.0,134847256.0,174231893.0,94472786.0,4741396.0,55757411.0
812,2022-03-25,11899185.0,135467941.0,175126069.0,94527646.0,4821892.0,55821548.0
813,2022-03-26,11902592.0,136117600.0,175919339.0,94582027.0,4897470.0,55873291.0
814,2022-03-27,11905418.0,136733734.0,176554535.0,94622692.0,4961710.0,55920352.0
815,2022-03-28,11912070.0,137155056.0,177017206.0,94646764.0,5023761.0,55933848.0
816,2022-03-29,11923973.0,137887877.0,177538828.0,94666572.0,5087034.0,55983769.0
817,2022-03-30,11929107.0,138565726.0,178467939.0,94709256.0,5163637.0,56001540.0
818,2022-03-31,11932269.0,139122416.0,179278656.0,94754969.0,5251883.0,56042917.0
819,2022-04-01,11935750.0,139639396.0,180029384.0,94817454.0,5326140.0,56087620.0
820,2022-04-02,11938824.0,140137094.0,180664812.0,94873900.0,5400098.0,56128837.0
821,2022-04-03,11941218.0,140566165.0,181150764.0,94913771.0,5464496.0,56164588.0
822,2022-04-04,11946835.0,140920016.0,181489845.0,94939065.0,5526590.0,56190068.0
823,2022-04-05,11961214.0,141342356.0,181861090.0,94961444.0,5578642.0,56203744.0
824,2022-04-06,11964075.0,141809809.0,182579490.0,95000588.0,5657952.0,56222145.0
825,2022-04-07,11967477.0,142225964.0,183322486.0,95059596.0,5732424.0,56257497.0
826,2022-04-08,11970018.0,142651439.0,183903880.0,95115320.0,5806946.0,56293759.0
827,2022-04-09,11972256.0,143027820.0,184429957.0,95165175.0,5875391.0,56327307.0
828,2022-04-10,11974359.0,143341599.0,184856321.0,95221347.0,5938850.0,56363828.0
829,2022-04-11,11978769.0,143566557.0,185171398.0,95251879.0,5990090.0,56392753.0
830,2022-04-12,11980449.0,143920238.0,185482773.0,95281020.0,6041654.0,56404997.0
831,2022-04-13,11996478.0,144252814.0,186093812.0,95333124.0,6098454.0,56418045.0
832,2022-04-14,11998929.0,144544864.0,186614770.0,95381067.0,6162748.0,56446344.0
833,2022-04-15,12002060.0,144751874.0,187106297.0,95441037.0,6224633.0,56479706.0
834,2022-04-16,12004778.0,145093587.0,187464299.0,95519487.0,6281267.0,56508640.0
835,2022-04-17,12006565.0,145303961.0,187782552.0,95571093.0,6330511.0,56526869.0
836,2022-04-18,12008010.0,145452371.0,188035301.0,95602308.0,6366818.0,56545750.0
837,2022-04-19,12010152.0,145691317.0,188185682.0,95625676.0,6420222.0,56550575.0
838,2022-04-20,12013237.0,145907726.0,188514271.0,95690904.0,6462564.0,56561117.0
839,2022-04-21,12016846.0,146113915.0,189089317.0,95763592.0,6524702.0,56579575.0
840,2022-04-22,12036297.0,146324777.0,189537847.0,95833535.0,6588691.0,56621349.0
841,2022-04-23,12041874.0,146503697.0,189922641.0,95900359.0,6646707.0,56644208.0
842,2022-04-24,12046575.0,146666278.0,190215321.0,95983147.0,6690629.0,56670073.0
843,2022-04-25,12050844.0,146789398.0,190419011.0,96024159.0,6727263.0,56680318.0
844,2022-04-26,12054219.0,146946249.0,190646778.0,96053677.0,6778032.0,56687038.0
845,2022-04-27,12073533.0,147152610.0,190999800.0,96122029.0,6823910.0,56696060.0
846,2022-04-28,12080985.0,147310759.0,191382188.0,96211075.0,6877023.0,56721472.0
847,2022-04-29,12082176.0,147459915.0,191713575.0,96305112.0,6933971.0,56746877.0
848,2022-04-30,12092137.0,147587481.0,191993596.0,96383948.0,6984164.0,56770591.0
849,2022-05-01,12099335.0,147696903.0,192212652.0,96477241.0,7020930.0,56801955.0
850,2022-05-02,12104343.0,147789501.0,192363519.0,96518705.0,7071660.0,56820776.0
851,2022-05-03,12118327.0,147906209.0,192527075.0,96551824.0,7109129.0,56829439.0
852,2022-05-04,12122682.0,148029431.0,192836299.0,96632195.0,7338247.0,56838078.0
853,2022-05-05,12139741.0,148151479.0,193119484.0,96728858.0,7392504.0,56862959.0
854,2022-05-06,12140675.0,148256519.0,193382285.0,96847763.0,7455696.0,56887550.0
855,2022-05-07,12151922.0,148383471.0,193618036.0,96949128.0,7504588.0,56915347.0
856,2022-05-08,12161240.0,148528663.0,193802710.0,97054857.0,7510356.0,56959247.0
857,2022-05-09,12167649.0,148658873.0,193932652.0,97098431.0,7597029.0,56977905.0
858,2022-05-10,12180075.0,148808462.0,194091500.0,97137122.0,7643093.0,56986583.0
859,2022-05-11,12188596.0,148971813.0,194395018.0,97256368.0,7699496.0,56998550.0
860,2022-05-12,12199680.0,149137191.0,194651197.0,97385701.0,7766614.0,57023070.0
861,2022-05-13,12209623.0,149310690.0,194882808.0,97533743.0,7832317.0,57053671.0
862,2022-05-14,12219182.0,149470034.0,195098915.0,97650876.0,7839942.0,57082346.0
863,2022-05-15,12228463.0,149622741.0,195262843.0,97783344.0,7900407.0,57153212.0
864,2022-05-16,12239604.0,149760658.0,195372379.0,97827478.0,8004836.0,57175952.0
865,2022-05-17,12243709.0,149902149.0,195498589.0,97880806.0,8055210.0,57187255.0
866,2022-05-18,12250812.0,150056189.0,195762743.0,98022439.0,8128342.0,57203856.0
867,2022-05-19,12260712.0,150236288.0,195968543.0,98183370.0,8194810.0,57236286.0
868,2022-05-20,12269284.0,150415629.0,196153422.0,98351106.0,8257242.0,57257821.0
869,2022-05-21,12277395.0,150586017.0,196321752.0,98480037.0,8314150.0,57280683.0
870,2022-05-22,12283749.0,150744378.0,196452739.0,98644404.0,8319248.0,57350572.0
871,2022-05-23,12288096.0,150883918.0,196539516.0,98693906.0,8413467.0,57373884.0
872,2022-05-24,12294398.0,151017418.0,196635166.0,98744833.0,8454312.0,57392886.0
873,2022-05-25,12300708.0,151176412.0,196835212.0,98873251.0,8505722.0,57410031.0
874,2022-05-26,12307533.0,151341614.0,196991948.0,99038355.0,8559749.0,57449882.0
875,2022-05-27,12312768.0,151492619.0,197117583.0,99207180.0,8612923.0,57469983.0
876,2022-05-28,12317716.0,151649809.0,197237014.0,99344588.0,8619278.0,57519367.0
877,2022-05-29,12323026.0,151787014.0,197342799.0,99506851.0,8664207.0,57632044.0
878,2022-05-30,12326320.0,151907516.0,197424560.0,99555541.0,8731627.0,57667004.0
879,2022-05-31,12328566.0,152021161.0,197519540.0,99597897.0,8768336.0,57681860.0
880,2022-06-01,12336006.0,152159049.0,197714095.0,99668170.0,8810973.0,57710882.0
881,2022-06-02,12344411.0,152298582.0,197881414.0,99859701.0,8854588.0,57761410.0
882,2022-06-03,12349955.0,152430385.0,198039251.0,100017260.0,8896014.0,57813797.0
883,2022-06-04,12354164.0,152558018.0,198177675.0,100146841.0,8934353.0,57877502.0
884,2022-06-05,12358204.0,152662216.0,198295036.0,100307316.0,8939560.0,57980367.0
885,2022-06-06,12361088.0,152780521.0,198382530.0,100366091.0,8979168.0,58007320.0
886,2022-06-07,12363245.0,152870568.0,198444394.0,100415562.0,9018521.0,58023336.0
887,2022-06-08,12373391.0,153006454.0,198634260.0,100549357.0,9055744.0,58064728.0
888,2022-06-09,12379206.0,153143962.0,198869999.0,100719451.0,9097767.0,58147553.0
889,2022-06-10,12384275.0,153272418.0,199084726.0,100886507.0,9137578.0,58211897.0
890,2022-06-11,12389543.0,153386935.0,199248498.0,101021993.0,9173708.0,58282960.0
891,2022-06-12,12393200.0,153529305.0,199350727.0,101185570.0,9178371.0,58399176.0
892,2022-06-13,12398593.0,153624491.0,199508851.0,101232915.0,9189458.0,58440924.0
893,2022-06-14,12401678.0,153719379.0,199655125.0,101277718.0,9189788.0,58464197.0
894,2022-06-15,12408026.0,153844522.0,199932576.0,101404591.0,9284392.0,58510991.0
895,2022-06-16,12414015.0,153974782.0,200175532.0,101562327.0,9320441.0,58567747.0
896,2022-06-17,12420503.0,154098318.0,200380179.0,101725334.0,9358310.0,58653954.0
897,2022-06-18,12426083.0,154213432.0,200604916.0,101869852.0,9393763.0,58719796.0
898,2022-06-19,12439205.0,154330171.0,200778202.0,102014189.0,9397218.0,58799233.0
899,2022-06-20,12443750.0,154445481.0,200922655.0,102061393.0,9452196.0,58834723.0
900,2022-06-21,12447934.0,154539888.0,201110436.0,102103521.0,9479107.0,58856347.0
901,2022-06-22,12456934.0,154667428.0,201537413.0,102203894.0,9515043.0,58914253.0
902,2022-06-23,12463858.0,154791245.0,201875077.0,102415617.0,9553373.0,58991292.0
903,2022-06-24,12471233.0,154916335.0,202208978.0,102581270.0,9585740.0,59076945.0
